# File: A44.india_state_globaltech_eff.csv
# Title: Building default technology efficiency
# Units: Unitless
# Source: ASSUMED
# Column types: ccccnnnnnnnnnnnnnnnnnnnn
# ----------
resid urban cooking,gas,gas based cooking,delivered gas,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
comm hvac,electricity,heating-cooling appl,elect_td_com,2.4,2.3,2.5,2.7,2.9,3.1,3.3,3.5,3.7,3.9,3.91,3.92,3.93,3.94,3.95,3.96,3.97,3.98,3.99,4
comm lighting,electricity,electricity based lighting,elect_td_com,15.937,15.937,15.937,15.937,16.19,16.443,16.696,16.696,16.696,16.696,16.696,16.696,16.696,16.949,17.201,17.454,17.454,17.454,17.454,17.454
comm ref,electricity,electricity based ref,elect_td_com,1,1,1,1,1.013,1.025,1.038,1.051,1.065,1.078,1.092,1.105,1.119,1.133,1.148,1.162,1.177,1.191,1.206,1.221
comm others,electricity,electricity based others,elect_td_com,1,1,1,1,1.013,1.025,1.038,1.051,1.065,1.078,1.092,1.105,1.119,1.133,1.148,1.162,1.177,1.191,1.206,1.221
comm others,coal,coal based others,delivered coal,0.1,0.1,0.1,0.1,0.101,0.103,0.104,0.105,0.107,0.108,0.109,0.111,0.112,0.113,0.115,0.116,0.118,0.119,0.121,0.122
comm others,biomass,biomass based others,delivered biomass,0.1,0.1,0.1,0.15,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
comm others,refined liquids,refined liquids based others,refined liquids enduse,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
comm cooking,refined liquids,refined liquids based cooking,refined liquids enduse,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
comm cooking,gas,gas based cooking,delivered gas,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
comm cooking,electricity,electric cooking,elect_td_com,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
